"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"5/10/2018","Fedwire Via Banesco","FEDWIRE CREDIT VIA: BANESCO USA/067015779 B/O: LISBETH DAYANA CARDENAS BETANCOURT EDO ARAGUA REF: CHASE NYC/CTR/BNF=JUAN P GAVIRIA DUGAND OR LISBETH SAN DIEGO, CA 92109 2003/AC-000000001252 RFB=O/B BANESC O USA IMAD: 0510MMQFMPDI000088 TRN: 3568609130FF","4760.00","credit","Income","TOTAL CHECKING","",""
"5/09/2018","Starbucks","STARBUCKS 04524 TORONTO","12.94","debit","Coffee Shops","American Express Cobalt Card","",""
"5/09/2018","Harbourfront Medical","HARBOURFRONT MEDICAL TORONTO","75.00","debit","Health & Fitness","American Express Cobalt Card","",""
"5/09/2018","Winners","WINNERS 483 TORONTO","20.06","debit","Clothing","American Express Cobalt Card","",""
"5/09/2018","Eurest","EUREST-BOMBARIDIER-2303 TORONTO","7.67","debit","Food & Dining","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"5/09/2018","Transfer Chk","TRANSFER FROM CHK XXXXXX3150","350.00","credit","Transfer","TOTAL CHECKING","",""
"5/08/2018","REI","REI.COM 800-426-4840 WAA4E949C28BF OUTDOOR G&A 320181280349611195","183.12","debit","Sporting Goods","Starwood Preferred Guest","",""
"5/08/2018","Td ATM Withdrawal","TD ATM W/D 007472","120.00","debit","Cash & ATM","TD UNLIMITED CHEQUING ACCOUNT","",""
"5/08/2018","Account Maintenance Fee","MONTHLY SERVICE FEE","12.00","debit","Bank Fee","TOTAL CHECKING","",""
"5/08/2018","International Use","INTERNATIONAL LANGUAGE TORONTO","60.00","debit","Groceries","American Express Cobalt Card","",""
"5/08/2018","Amazon","AMAZON.CA AMAZON.CA","25.98","debit","Shopping","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"5/08/2018","Esso","ESSO-NEWCASTLE ESSO NEWCASTLE","79.18","debit","Gas & Fuel","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"5/07/2018","Depanneur Gx","DEPANNEUR GRENI _F","6.98","debit","Groceries","TD UNLIMITED CHEQUING ACCOUNT","",""
"5/07/2018","Online Banking Transfer","Online Banking transfer to CHK 3897 Confirmation# 2349646061","500.00","debit","Transfer","BofA Core Checking","",""
"5/07/2018","Bete A Pain","BETE A PAIN GRIFFINTOWN","29.56","debit","Restaurants","CREDIT CARD","",""
"5/07/2018","Metro","METRO ETS #2416 MONTREAL","46.74","debit","Groceries","American Express Cobalt Card","",""
"5/07/2018","Tim Horton's","TIM HORTONS #3979# QT MALLORYTOWN","8.54","debit","Coffee Shops","American Express Cobalt Card","",""
"5/07/2018","Sucrerie de la Montagne Inc","SUCRERIE DE LA MONTAGN RIGAUD","87.26","debit","Food & Dining","American Express Cobalt Card","",""
"5/07/2018","Esso","ESSO-LANCASTER ON RUN SOUTH LANCASTE","3.38","debit","Gas & Fuel","American Express Cobalt Card","",""
"5/07/2018","Stationnement Ep","STATIONNEMENT DE MONTR MONTREAL","13.00","debit","Parking","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"5/07/2018","Esso","ESSO-BATHURST & WILSON NORTH YORK","88.29","debit","Gas & Fuel","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"5/07/2018","Esso","ESSO-LANCASTER ON RUN SOUTH LANCASTE","49.16","debit","Gas & Fuel","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"5/06/2018","T-Mobile","TMOBILE*AUTO PAY","181.68","debit","Mobile Phone","CREDIT CARD","",""
"5/06/2018","Tires Com","401TIRES COM INC","70.45","debit","Service & Parts","CREDIT CARD","",""
"5/06/2018","iTunes","APL* ITUNES.COM/BILL","4.99","debit","Music","CREDIT CARD","",""
"5/06/2018","Tim Horton's","TIM HORTONS OAKVILLE","10.00","debit","Coffee Shops","American Express Cobalt Card","",""
"5/05/2018","Market Hk Travel","THE MARKET HK TRAVEL BRIGHTON","12.41","debit","Groceries","American Express Cobalt Card","",""
"5/05/2018","Carter's","3636 CARTER'S/OSHKO TORONTO","11.03","debit","Clothing","American Express Cobalt Card","",""
"5/05/2018","A & W","A&W RESTAURANT 4237 TOR TORONTO","7.22","debit","Fast Food","American Express Cobalt Card","",""
"5/05/2018","Tim Horton's","TIM HORTONS OAKVILLE","20.00","debit","Coffee Shops","American Express Cobalt Card","",""
"5/05/2018","A & W","A&W RESTAURANT 4237 TOR TORONTO","9.59","debit","Fast Food","American Express Cobalt Card","",""
"5/05/2018","Tim Horton's","TIM HORTONS #3982# QT BRIGHTON","6.40","debit","Coffee Shops","American Express Cobalt Card","",""
"5/05/2018","Starbucks","STARBUCKS COFFEE #47 TORONTO","9.83","debit","Coffee Shops","American Express Cobalt Card","",""
"5/04/2018","American Express","American Express BPY","1000.00","debit","Credit Card Payment","TD BASIC BUSINESS PLAN","",""
"5/04/2018","Danish Pastry House","THE DANISH PASTRY HOUSE TORONTO","3.41","debit","Restaurants","American Express Cobalt Card","",""
"5/03/2018","Sun Life Ins","SUN LIFE INS","63.81","debit","Life Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"5/03/2018","Transfer from BofA Core Checking","PAYMENT","50.00","credit","Credit Card Payment","Bank of America Cash Rewards Visa Platinum Plus ","",""
"5/03/2018","Transfer to Bank of America Cash Rewards Visa Platinum Plus ","Bank of America Credit Card Bill Payment","50.00","debit","Credit Card Payment","BofA Core Checking","",""
"5/03/2018","Transfer to TOTAL CHECKING","Zelle Transfer Conf# f00de61cb; JUAN P GAVIRIA DUGAND","1000.00","debit","Transfer","BofA Core Checking","",""
"5/03/2018","Juan Gaviria Des","Juan Gaviria DES:US billpay ID:30977402 INDN:Juan Gaviria CO ID:XXXXX33521 IAT...","1541.78","credit","Income","BofA Core Checking","",""
"5/03/2018","Transfer from TOTAL CHECKING","Payment Thank You-Mobile","500.00","credit","Credit Card Payment","CREDIT CARD","",""
"5/03/2018","American Express","AMERICAN EXPRESS ACH PMT    M4114           WEB ID: 2005032111","269.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"5/03/2018","Transfer from BofA Core Checking","QuickPay with Zelle payment fromGAVIRIA, JUAN 7116306477","1000.00","credit","Transfer","TOTAL CHECKING","",""
"5/03/2018","Transfer to CREDIT CARD","Payment to Chase card ending in7208 05/03","500.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"5/03/2018","Online Payment","ONLINE PAYMENT - THANK YOU 320181230273302751","269.00","credit","Credit Card Payment","Starwood Preferred Guest","",""
"5/03/2018","Qe Theatre","QE THEATRE 00-080312972 TORONTO","11.50","debit","Entertainment","American Express Cobalt Card","",""
"5/03/2018","Received Thank You","PAYMENT RECEIVED - THANK YOU","1000.00","credit","Credit Card Payment","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"5/03/2018","Amazon","AMAZON.CA AMAZON.CA","69.94","debit","Shopping","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"5/03/2018","Amazon","AMAZON.CA AMAZON.CA","69.94","debit","Shopping","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"5/02/2018","Transferwise Msp","TRANSFERWISE MSP","2000.00","debit","Transfer","TD BASIC BUSINESS PLAN","",""
"5/02/2018","Xue Cafe","XUE CAFE             0","35.00","debit","Restaurants","CREDIT CARD","",""
"5/02/2018","Tim Horton's","TIM HORTONS OAKVILLE","10.00","debit","Coffee Shops","American Express Cobalt Card","",""
"5/02/2018","Presto","PRESTO TORONTO","146.25","debit","Public Transportation","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"5/01/2018","Transfer from TD UNLIMITED CHEQUING ACCOUNT","PYT FRM: 03616328801","256.15","credit","Credit Card Payment","LINE OF CREDIT UNSECURED","",""
"5/01/2018","Transfer from TD BASIC BUSINESS PLAN","MOBILE DEPOSIT","3000.00","credit","Transfer","TD UNLIMITED CHEQUING ACCOUNT","",""
"5/01/2018","Send E Tfr","SEND E-TFR CA***mdk","3000.00","debit","Mortgage & Rent","TD UNLIMITED CHEQUING ACCOUNT","",""
"5/01/2018","Transfer to LINE OF CREDIT UNSECURED","PYT TO: 03613258410","256.15","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"5/01/2018","Td ATM Withdrawal","TD ATM W/D 004703","40.00","debit","Cash & ATM","TD UNLIMITED CHEQUING ACCOUNT","",""
"5/01/2018","Loan","Loan payment to *319998201","797.84","debit","Financial","TD UNLIMITED CHEQUING ACCOUNT","",""
"5/01/2018","Emptx Bus","EMPTX 280677 BUS","605.27","debit","Federal Tax","TD BASIC BUSINESS PLAN","",""
"5/01/2018","Tax Pyt Fee","TAX PYT FEE","2.00","debit","Taxes","TD BASIC BUSINESS PLAN","",""
"5/01/2018","Transfer to TD UNLIMITED CHEQUING ACCOUNT","View Cheque CHQ#00003-0141588308","3000.00","debit","Transfer","TD BASIC BUSINESS PLAN","",""
"5/01/2018","Toronto Hydro Bpy","TORONTO HYDRO BPY","45.00","debit","Utilities","TD BASIC BUSINESS PLAN","",""
"5/01/2018","Farmatodo Rincon Del","FARMATODO RINCON DEL 0","15.07","debit","Pharmacy","CREDIT CARD","",""
"5/01/2018","In Bond Gema","IN BOND GEMA N 1","112.00","debit","Alcohol & Bars","CREDIT CARD","",""
"5/01/2018","Brittshop Ato Bogota","BRITTSHOP ATO BOGOTA I","10.15","debit","Travel","CREDIT CARD","",""
"5/01/2018","Transfer to CHASE SAVINGS","Online Transfer to  SAV ...1816transaction#: 7022323896","25.00","debit","Transfer","TOTAL CHECKING","",""
"5/01/2018","Transfer from TOTAL CHECKING","Online Transfer from  CHK ...0122 transaction#: 7022323896","25.00","credit","Transfer","CHASE SAVINGS","",""
"5/01/2018","Longo's","LONGO'S # 24 TORONTO TORONTO","116.75","debit","Groceries","American Express Cobalt Card","",""
"5/01/2018","Longo's","LONGO'S # 24 TORONTO TORONTO","79.70","debit","Groceries","American Express Cobalt Card","",""
"5/01/2018","Presto","PRESTO TORONTO","20.00","debit","Public Transportation","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"5/01/2018","Eurest","EUREST BOMBARDIERQP TORONTO","7.67","debit","Food & Dining","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"4/30/2018","Interest","INTEREST","256.15","debit","Loan Interest","LINE OF CREDIT UNSECURED","",""
"4/30/2018","Overdraft Fee","Overdraft protection Fee - Part/all of a month","4.00","debit","Bank Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/30/2018","Monthly Account Fee","MONTHLY ACCOUNT FEE","15.95","debit","Bank Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/30/2018","Overdraft Fee","OVERDRAFT INTEREST","0.56","debit","Bank Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/30/2018","Tdm Cbp","TDM CBP","6802.60","credit","Income","TD BASIC BUSINESS PLAN","",""
"4/30/2018","Account Maintenance Fee","SERVICE CHARGE","3.75","debit","Bank Fee","TD BASIC BUSINESS PLAN","",""
"4/30/2018","Monthly Plan Fee","MONTHLY PLAN FEE","5.00","debit","Fees & Charges","TD BASIC BUSINESS PLAN","",""
"4/30/2018","Teriyaki","TERIYAKI 69          0","92.02","debit","Restaurants","CREDIT CARD","",""
"4/30/2018","Cafe Del Eje","CAFE DEL EJE         0","4.62","debit","Restaurants","CREDIT CARD","",""
"4/30/2018","Falabella","FALABELLA","110.21","debit","Clothing","CREDIT CARD","",""
"4/30/2018","Pmz Rappi","PMZ RAPPI","14.94","debit","Food & Dining","CREDIT CARD","",""
"4/30/2018","Libreria Nacional","LIBRERIA NACIONAL    0","17.17","debit","Books","CREDIT CARD","",""
"4/30/2018","Hico Fish","HICO FISH            0","32.92","debit","Restaurants","CREDIT CARD","",""
"4/29/2018","Crepes Y Waffles","003 CREPES Y WAFFLES A","31.61","debit","Restaurants","CREDIT CARD","",""
"4/29/2018","Fundacion De","FUNDACION SANTA FE DE","102.75","debit","Doctor","CREDIT CARD","",""
"4/29/2018","Fundacion De","FUNDACION SANTA FE DE0","95.28","debit","Doctor","CREDIT CARD","",""
"4/29/2018","Panaderia Y Pasteleri","PANADERIA Y PASTELERI0","15.04","debit","Restaurants","CREDIT CARD","",""
"4/29/2018","Etr Pre Auth","407ETR-PRE AUTH 407ETR- WOODBRIDGE","17.60","debit","Auto & Transport","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"4/27/2018","Fx ATM Withdrawal","FX ATM W/D _V","141.05","debit","Cash & ATM","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/27/2018","Fx ATM Withdrawal","FX ATM W/D FEE","5.00","debit","ATM Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/27/2018","Uber.com","UBER BV","2.98","debit","Rental Car & Taxi","CREDIT CARD","",""
"4/27/2018","Farmatodo Cll","FARMATODO CLL 100    0","25.77","debit","Pharmacy","CREDIT CARD","",""
"4/27/2018","Tostao Cafe Y","TOSTAO CAFE Y PAN SAN","1.77","debit","Restaurants","CREDIT CARD","",""
"4/27/2018","Farmatodo Cll","FARMATODO CLL 100    0","105.21","debit","Pharmacy","CREDIT CARD","",""
"4/27/2018","Uber.com","UBER TRIP NP7CF HELP.UBER","2.09","debit","Rental Car & Taxi","CREDIT CARD","",""
"4/27/2018","Toyota","TOYOTA FINANCIAL RETAIL_PAY 49104078032818  WEB ID: 1953775816","336.60","debit","Auto Payment","TOTAL CHECKING","",""
"4/26/2018","iTunes","APL* ITUNES.COM/BILL","9.99","debit","Music","CREDIT CARD","",""
"4/26/2018","Juan Valdez Unicentro","JUAN VALDEZ UNICENTRO0","5.53","debit","Coffee Shops","CREDIT CARD","",""
"4/26/2018","Dentix Colombia","DENTIX COLOMBIA","89.55","debit","Restaurants","CREDIT CARD","",""
"4/26/2018","Centro Ybor","EXITO UNICENTRO BOGOT","27.32","debit","Travel","CREDIT CARD","",""
"4/26/2018","Pradilla Nu Ez","PRADILLA NU EZ S.A.S","48.96","debit","Restaurants","CREDIT CARD","",""
"4/26/2018","Uber.com","UBER TRIP G56IA HELP.UBER","3.88","debit","Rental Car & Taxi","CREDIT CARD","",""
"4/26/2018","Centro Ybor","EXITO UNICENTRO BOGOT","8.94","debit","Movies & DVDs","CREDIT CARD","",""
"4/26/2018","Amazon","AMAZON SELLER REPAY AMZN.COM/BILL","0.01","debit","Shopping","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"4/25/2018","E Transfer Ca","E-TRANSFER CA***57C","161.00","credit","Transfer","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/25/2018","Juan Valdez Pepe","JUAN VALDEZ PEPE SIER0","3.13","debit","Fast Food","CREDIT CARD","",""
"4/25/2018","Brigaderia Bogota","BRIGADERIA BOGOTA","2.86","debit","Restaurants","CREDIT CARD","",""
"4/25/2018","Carulla Pepe Sierra","CARULLA PEPE SIERRA","3.80","debit","Groceries","CREDIT CARD","",""
"4/25/2018","Baby Ganga","BABY GANGA","24.97","debit","Kids","CREDIT CARD","",""
"4/25/2018","Le Patissier Pastel","LE PATISSIER PASTEL L0","26.98","debit","Restaurants","CREDIT CARD","",""
"4/24/2018","Farmatodo Rincon Del","FARMATODO RINCON DEL 0","14.87","debit","Pharmacy","CREDIT CARD","",""
"4/24/2018","Parking Inter","PARKING INTERNATIONAL","8.48","debit","Parking","CREDIT CARD","",""
"4/24/2018","Uber.com","UBER BV","1.81","debit","Rental Car & Taxi","CREDIT CARD","",""
"4/24/2018","Fundacion De","FUNDACION SANTA FE DE","207.04","debit","Doctor","CREDIT CARD","",""
"4/24/2018","Fundacion De","FUNDACION SANTA FE DE","90.65","debit","Doctor","CREDIT CARD","",""
"4/23/2018","Fx ATM Withdrawal","FX ATM W/D _V","144.16","debit","Cash & ATM","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/23/2018","Fx ATM Withdrawal","FX ATM W/D _V","144.16","debit","Cash & ATM","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/23/2018","Fx ATM Withdrawal","FX ATM W/D FEE","5.00","debit","ATM Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/23/2018","Fx ATM Withdrawal","FX ATM W/D FEE","5.00","debit","ATM Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/23/2018","Fiesta","FIESTA STORE","11.75","debit","Restaurants","CREDIT CARD","",""
"4/23/2018","Virtud Hair","VIRTUD HAIR          0","74.51","debit","Hair","CREDIT CARD","",""
"4/23/2018","Uber.com","UBER BV","7.67","debit","Rental Car & Taxi","CREDIT CARD","",""
"4/22/2018","Tim Horton's","TIM HORTONS OAKVILLE","10.00","debit","Coffee Shops","American Express Cobalt Card","",""
"4/22/2018","Union Station Tvm","UNION STATION - TVM TORONTO","10.00","debit","Public Transportation","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"4/22/2018","Union Station Tvm","UNION STATION - TVM TORONTO","25.25","debit","Public Transportation","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"4/21/2018","Laplace Expre","7102117 - LAPLACE EXPRE MISSISSAUGA","17.48","debit","Restaurants","American Express Cobalt Card","",""
"4/21/2018","Eaton","UNIQLO EATON CENTRE #20 TORONTO","14.58","debit","Business Services","American Express Cobalt Card","",""
"4/21/2018","Relay","RELAY # 4982 RELAY # 49 MISSISSAUGA","49.99","debit","Groceries","American Express Cobalt Card","",""
"4/21/2018","Chapters Indigo","INDIGO 287 TORONTO","15.37","debit","Books","American Express Cobalt Card","",""
"4/21/2018","Get Go Burrito","GET & GO BURRITO 206612 NORTH YORK","10.28","debit","Restaurants","American Express Cobalt Card","",""
"4/21/2018","Rogers Cbl","ROGERS *CBL30352111801 888-764-3771","90.39","debit","Internet","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"4/20/2018","Square One Insurance Services Inc","SQUARE ONE INSURANCE SE VANCOUVER","30.21","debit","Home Insurance","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"4/20/2018","Sephora","SEPHORA EATON CTR #50 TORONTO","24.00","debit","Clothing","American Express Cobalt Card","",""
"4/20/2018","Tim Horton's","TIM HORTONS 5363 QTH TORONTO","3.55","debit","Coffee Shops","American Express Cobalt Card","",""
"4/20/2018","Shoppers Drug Mart","SHOPPERS DRUG MART # TORONTO","24.31","debit","Pharmacy","American Express Cobalt Card","",""
"4/19/2018","American Express","American Express BPY","1000.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/19/2018","Gateway","GATEWAY NEWSSTA","7.90","debit","Electronics & Software","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/19/2018","Buzz Buzz Pizza","BUZZ BUZZ PIZZA","16.56","debit","Restaurants","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/19/2018","Interest Charge Purchases","Interest Charge on Purchases 180420040000162494","171.01","debit","Finance Charge","Starwood Preferred Guest","",""
"4/19/2018","Minimo Inter�ses","MINIMO INTER�SES","1.50","debit","Coffee Shops","Bank of America Cash Rewards Visa Platinum Plus ","",""
"4/19/2018","Tim Horton's","TIM HORTONS OAKVILLE","10.00","debit","Coffee Shops","American Express Cobalt Card","",""
"4/19/2018","Second Cup","SECOND CUP 9594 TORONTO","8.99","debit","Coffee Shops","American Express Cobalt Card","",""
"4/19/2018","Pottery Barn","POTTERY BARN KIDS 05 TORONTO","36.15","credit","Furnishings","American Express Cobalt Card","",""
"4/19/2018","Pottery Barn","POTTERY BARN KIDS 05 TORONTO","47.01","debit","Furnishings","American Express Cobalt Card","",""
"4/18/2018","E Transfer Ca","E-TRANSFER CA***Ve9","63.00","credit","Transfer","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/18/2018","Send E Tfr","SEND E-TFR CA***AGm","823.00","debit","Gift","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/18/2018","Transfer from TOTAL CHECKING","Payment Thank You - Web","300.00","credit","Credit Card Payment","CREDIT CARD","",""
"4/18/2018","Quickpay With Zelle","QuickPay with Zelle payment fromGAVIRIA, JUAN 7074410884","200.00","credit","Credit Card Payment","TOTAL CHECKING","",""
